"","chr.type","chr","loc.name","pos","mQTL.lod","mQTL.asymp.p","vQTL.lod","vQTL.asymp.p","mvQTL.lod","mvQTL.asymp.p","m__est__(Intercept)","m__est__mean.QTL.add","m__se__(Intercept)","m__se__mean.QTL.add","v__est__(Intercept)","v__est__var.QTL.add","v__se__(Intercept)","v__se__var.QTL.add"
"39","A","1","umc1977",87.52,0.333963463162089,0.56333452510243,0.868062832084256,0.351492157387187,1.21637130653954,0.544337590804165,5986.27879085361,562.432524560816,756.136484486022,456.791151047167,16.8136342399535,-0.323452276990639,0.359239252063926,0.246154199131357
"40","A","1","IDP553",88.91,0.333893926199039,0.563375149526901,0.867995224475022,0.351510913740782,1.21629178462811,0.544359234617295,5986.35718634838,562.378531268954,756.126705831058,456.794248738352,16.813618675412,-0.32344026043162,0.359064130179438,0.246037934097132
"41","A","1","IDP4043",89.33,0.333902653657199,0.563370050519393,0.868006364679244,0.351507823024222,1.21629492848308,0.544358378924724,5986.34059490613,562.387586513725,756.132177809246,456.795874108155,16.8136251675631,-0.323443942540102,0.359074896757372,0.246044614848225
"42","A","1","php20603",90.02,0.111174562896783,0.738810854836784,0.532734156485086,0.465459626204314,0.636425843704166,0.727447882373331,6181.42114808649,347.153034874549,809.32551270389,490.739805776991,16.8219999912353,-0.275842258489844,0.391915927714933,0.261600609144511
"43","A","1","sgb101",90.74,0.31396816489184,0.575255307869653,0.18647216229547,0.665869170521623,0.504557957780553,0.77702793343781,5903.68559695117,577.223550794083,777.936573125707,484.052218233288,16.7060008278909,-0.164763267789339,0.338978999805036,0.223777242384929
"44","A","1","IDP1437",91.9,2.2447824672349,0.134065760813507,0.00135175299870204,0.970671429338565,2.2965675750122,0.317180651934213,4680.20054897901,1467.26386909421,705.477260509108,439.924415274338,16.3872491150476,0.0133423824029956,0.381188647106732,0.236584382249915
"45","A","1","IDP847",93.03,2.2452969049598,0.134021182186049,0.0013436213260344,0.97075973799074,2.29710050042454,0.317096146378642,4680.02459222338,1467.3287442099,705.47716032015,439.894531792157,16.3872692512076,0.013301684687774,0.381116380017076,0.236526858100473
"46","A","1","gpm125",96.14,2.24688742602795,0.133883460282335,0.00128970499172253,0.971352158319422,2.29886625516548,0.316816312914235,4679.12687094932,1467.65936836482,705.612684386904,439.846261141789,16.3875075405524,0.0130336263466899,0.380814065554085,0.236290355024285
"47","A","1","lls1",97.12,2.24672042158398,0.133897913622835,0.00127942080353288,0.971466557871846,2.29864263155128,0.316851738699174,4679.32383028865,1467.55463250452,705.615702300553,439.845177545849,16.387590606626,0.0129803806089216,0.380809721856985,0.236290526200211
"48","A","1","php20689",99.42,2.24744659949885,0.133835079505673,0.0013003290625064,0.971234456551298,2.29935715474499,0.316738559959453,4678.84932900765,1468.13526038159,705.60098406514,439.932955790285,16.38741108272,0.0130876275914992,0.381450353590432,0.236731432024268
"49","A","1","umc1685",101.32,2.26205204958639,0.132578280947993,0.00315215374783665,0.955227056707259,2.30395681993762,0.316010951304508,4681.72751635781,1473.48099105792,701.301937281222,440.331166295904,16.3778507526732,0.0203427005854228,0.410803294868083,0.256073705762064
"50","A","1","gpm557b",106.62,1.88131794776348,0.170184429966298,0.000229351966018104,0.987917002257886,1.93599245393182,0.379843396010757,4826.54205301334,1354.19743094249,721.888666788518,447.062469993978,16.4332614823424,-0.00548545352380873,0.278954094305097,0.173086465708501
"51","A","1","umc1160",106.63,1.88131764887941,0.170184463902152,0.00022935527286208,0.987916915157282,1.93599220508016,0.37984344327309,4826.54219724231,1354.19736045469,721.888681221717,447.062482932169,16.4332615487249,-0.00548549334204096,0.278954098388476,0.173086472187078
"52","A","1","gpm584",107.6,1.39658613026009,0.237296000969582,0.0858276221219779,0.769550038225422,1.55013951653327,0.460671644222688,5135.19587792299,1186.17532704365,743.617879417963,461.55017956964,16.575689534804,-0.103469768141883,0.277881754277194,0.179033977441938
"53","A","1","gpm346b",108.13,1.43308242842177,0.231262042591665,0.0469953791276014,0.82837654415236,1.53664939221122,0.463789406026948,5195.12262414741,1163.46637270473,710.975937499466,446.667476919305,16.5409436746682,-0.0760981562005223,0.286575569315741,0.185385437163345
"54","A","1","gpm33e",108.55,1.43923092738046,0.230263833648648,0.0459501715842678,0.83026640115664,1.5431866247941,0.462275931250243,5190.60897465588,1166.70156770706,710.988527682038,446.809410996843,16.5396768758855,-0.0753293145600072,0.287238746050287,0.185814121885509
"55","A","1","umc2224",109.23,1.43917296543424,0.230273219494662,0.0459731761280974,0.830224565621741,1.54313390544385,0.462288116854215,5190.63078549643,1166.69064810203,710.99902150867,446.816139036572,16.5397036270579,-0.0753495418639147,0.28723771591267,0.185814843882968
"56","A","1","gpm556",110.49,1.49519431777766,0.221412277801821,0.0374373815773855,0.846577257536378,1.60277731594217,0.448705432905554,5149.57564932805,1195.94373212848,711.150349022942,448.022961942345,16.5284463990567,-0.0686194848182121,0.293981663480654,0.190143722704674
"57","A","1","npi579b",110.53,1.49519668812481,0.221411911621119,0.0374337756445397,0.846584554738787,1.60277702645774,0.448705497852177,5149.57589728889,1195.94836846737,711.148745605716,448.02412609956,16.5284427098734,-0.0686166747530847,0.293980397819485,0.19014361576949
"58","A","1","IDP3917",115.28,2.3000809429056,0.129367257070295,0.0205705915311629,0.885954922873804,2.45444991195415,0.293104828946755,4677.47399297461,1497.61913136963,719.698612845086,443.033187948651,16.4605455715428,-0.0513521013210833,0.365365603504737,0.229006664175493
"59","A","1","gpm199c",115.57,1.93266971906811,0.164466659939143,0.0982444131403851,0.753946665670945,2.2803968346739,0.319755570472821,4613.14276595261,1460.46246734735,799.257077694986,470.001823229971,16.5599209314029,-0.114329747047078,0.304780538579358,0.185484703533935
"60","A","1","IDP1425",118.03,1.92856244214835,0.164915806783259,0.0981947695648756,0.754006830951781,2.27704279275369,0.320292257158242,4614.8824961575,1458.93351127976,799.327771643649,469.965416623899,16.56009713879,-0.11429213115112,0.304488022189588,0.18527498871198
"61","A","1","mmp68",121.93,1.70151864559947,0.192089491097299,0.0461616228735612,0.829882272096434,1.88976961545218,0.388724346364192,4816.34421706508,1335.4163223095,772.927914006441,463.173827829139,16.532148374946,-0.0779453485948015,0.288681101643842,0.177367199332229
"62","A","1","umc2225",123.03,1.70078569138663,0.192185257866808,0.0462643164818982,0.829696047693193,1.88920730130927,0.388833654328651,4816.53741053965,1335.39480691084,773.020331018401,463.269549301196,16.5323091159385,-0.0780485704853437,0.288696877197931,0.17739724217242
"63","A","1","csu1171",125.63,1.71067255026628,0.19089813379249,0.0394209244256423,0.842617089883109,1.90371242879279,0.386023815051301,4799.51218149844,1347.76856962183,772.880117705987,464.826379776194,16.5241558555333,-0.0725181679738333,0.290112054968351,0.178573487823534
"64","A","1","mmp171b",130.13,0.374158722392441,0.540746088985486,0.000398201106313258,0.984079288570159,0.381853357645369,0.826193163385873,5626.65471091013,659.353191800507,859.257331818756,502.975372823786,16.5303491763855,-0.00774668739631123,0.372217063682706,0.218339201190688
"65","A","1","gpm403b",131.93,0.374827917410379,0.540384328946147,0.000377390735520383,0.984500832811414,0.382408982880683,0.825963668380242,5625.92440636411,659.815235269493,859.115939997024,502.890412512532,16.5300152560528,-0.00753939857814791,0.372014143212767,0.218207048996468
"66","A","1","umc1568",140.13,0.895545286708851,0.343978998545364,0.00523759201832336,0.942306495892961,0.981152719759314,0.612273402644442,4836.7568932888,1121.94592946716,954.850976942437,537.360555344232,16.5300066016287,-0.0300061337768835,0.361419122096812,0.204716040654627
"67","A","1","IDP3783",140.14,0.895550833705244,0.343977504176845,0.00523772163553765,0.94230578325839,0.981158252193566,0.612271708965612,4836.75190304149,1121.9473408565,954.851097077137,537.359723510503,16.5300068536816,-0.0300064599673509,0.36141916068303,0.204715735982528
"68","A","1","bnlg1429",141.83,0.895554023453981,0.343976644858085,0.00523779630979801,0.942305372703834,0.981161434065886,0.612270734881185,4836.74898616291,1121.9484607093,954.851186424799,537.359392822578,16.5300070004801,-0.0300066561835776,0.361419160805048,0.204715600207323
"69","A","1","IDP209",144.3,0.894882962791951,0.344157492609214,0.0051626932448589,0.942719781967702,0.980262991563209,0.612545841694153,4837.50973670561,1121.58591735322,954.71283621923,537.366521866914,16.5297175480981,-0.02978977646461,0.361376322737012,0.204714218274682
"70","A","1","php20640",145.23,0.376219058165909,0.539633711007283,0.000357237481372367,0.984920299577982,0.383760562969008,0.825405678919408,5623.84133211412,660.980347423395,859.20300476181,502.820585004682,16.5296397695904,-0.00733376115572738,0.371774098048161,0.218001780031834
"71","A","1","lim504",149.93,0.61303355037623,0.433647905766228,0.0145303633889443,0.904053845080885,0.663792057059678,0.7175619249444,5377.66890580982,845.074197033953,856.109475737516,500.153988873559,16.5677714235341,-0.045870613484515,0.315699505516498,0.186788711550459
"72","A","1","gpm283b",151.4,0.612428565660462,0.433874874838814,0.0141710944309527,0.905241759481652,0.662295411869396,0.718099093708943,5380.15875936591,843.562737293267,855.030414903419,499.55061445335,16.5669990696041,-0.0452799128991235,0.315382849714609,0.186584321362228
"73","A","1","IDP343",152.71,0.611654333580765,0.434165603421728,0.0140442179514711,0.90566491637614,0.661356571281074,0.718436263127641,5380.96964158206,843.116051964245,854.926235363735,499.588977065521,16.5667559835804,-0.0450768791462976,0.315416474539803,0.186630825427324
"74","A","1","IDP622",152.96,0.347121812528426,0.5557469415557,4.82828074360469e-06,0.998246781804537,0.349094036495696,0.839837365619466,5773.64678899397,600.624292151222,784.279647578687,477.341540953408,16.5199483946819,0.000812175266623538,0.374708437828104,0.228001292030183
"75","A","1","IDP3970",156.2,0.119063276717773,0.730052670291055,0.382694169785759,0.536164877575002,0.524042972484312,0.769494489985003,6052.67211633869,386.921646513237,929.367033504687,527.541354948517,16.8207292033728,-0.225317880770466,0.488305952374446,0.294316718898423
"76","A","1","umc1976",158.93,0.116799595177068,0.732531847283665,0.38342167431257,0.535777679103201,0.523016610641093,0.769889481218861,6057.81317693989,383.894846108962,929.505667612405,528.429138424605,16.8211453784338,-0.225942199270698,0.485947466153077,0.293365473312507
"77","A","1","gpm667",162.62,0.119468800362058,0.729611333910824,0.383008725663425,0.535997399638999,0.524659754898753,0.769257221237965,6051.74091989042,387.541790627513,929.406818925564,527.496559851343,16.8208296313572,-0.225395023364109,0.489229282325232,0.294842359307387
"78","A","1","gpm774d",162.74,0.119468387837568,0.729611782439951,0.383009497941445,0.535996988574648,0.524659685352481,0.769257247987452,6051.74132698168,387.541358904557,929.40747977639,527.496911382821,16.8208301474067,-0.225395334557933,0.489228066635433,0.294841625397166
"79","A","1","umc2226",164.13,0.00715664346682272,0.932581826191794,0.420444163427699,0.516715498535737,0.429344235326584,0.806805934228478,6437.97931613209,101.241027299751,1018.55220463064,564.90971919579,16.8704741407669,-0.243531709148092,0.47986708284827,0.28134741991533
"80","A","1","mmp135",164.33,0.00715673534382104,0.932581394467266,0.420430236550265,0.516722442643851,0.429333513275389,0.806810259547338,6437.98031269487,101.241328316811,1018.54913359886,564.907529546594,16.8704697956175,-0.24352803367873,0.479871466065761,0.281349586591354
"81","A","1","bnlg1127",165.83,0.00718203409800061,0.932462623138369,0.420585129038398,0.516645220585439,0.429506786192328,0.806740363391615,6437.71043003047,101.426785789785,1018.57961572344,564.945374475468,16.8705340155621,-0.243590982938036,0.48017870190909,0.281542910070472
"82","A","1","bnlg1953",168.33,0.00715550735469696,0.932587164945489,0.420444252604852,0.516715454071465,0.429344915171066,0.806805659977244,6437.99281095617,101.232554338107,1018.54814121614,564.907143300706,16.8704721751993,-0.24353061016994,0.47985222466883,0.281338548434228
"83","A","1","gpm768",168.34,0.00715514580120515,0.932588864026696,0.420442676766511,0.516716239795046,0.42934305371958,0.80680641089239,6437.99665502787,101.2299776157,1018.54779075467,564.907028645111,16.8704714872357,-0.243530069979138,0.479846824850769,0.281335393260653
"84","A","1","gpm291",168.35,0.0053699421751431,0.941583394685277,0.419527390556618,0.517172961417462,0.426979923019855,0.807760268803303,6458.1825607655,87.9924603190721,1018.19758067853,566.761278421891,16.8701262199602,-0.244081703766574,0.458639652941661,0.269870656467044
"85","A","1","IDP4048",177.32,0.0155708311062038,0.900695238312005,0.0666251741465371,0.796315433218196,0.08240436254064,0.959635090091289,6728.85965793518,-123.048486808644,736.147196557648,465.485219094431,16.6423096844055,-0.0902583237817889,0.378086576291645,0.247713530578724
"86","A","1","IDP2552",178.95,0.0101600083568526,0.919711714105445,0.0170098292375898,0.896232770571681,0.0272716314808712,0.986456730867961,6682.86269805829,-96.5038106070893,627.69163182712,451.97960814128,16.4945956340359,0.0451795185360742,0.372018446319203,0.261850772937369
"87","A","1","npi403b",182.13,0.0101343584997877,0.919812783325439,0.0168275499420321,0.896787130452407,0.0270793427218177,0.986551577697703,6682.96700139916,-96.6178246497814,628.520874014358,453.08475003801,16.4947866580488,0.0450078901956872,0.372640425366779,0.262621069704025
"88","A","1","IDP645",193.89,0.590656898999573,0.442165212321829,0.129765517291845,0.718675282554206,0.715819270160958,0.699136249543026,7339.84083911988,-726.402944735641,597.629323386217,442.32426904978,16.3690779224063,0.125182321992422,0.344560493412214,0.239217379677742
"89","A","1","umc76a",196.73,0.42166541373245,0.516107202882868,0.126858203631468,0.721712064364438,0.536901142825251,0.764563213155467,7285.31094972387,-613.610440070571,631.490068205794,443.326100437398,16.366399386623,0.125726119046605,0.318402600537339,0.210999681244458
"90","A","1","ufg78",198.03,0.00632495441650931,0.936611403074712,0.00891690184874933,0.924768103268576,0.0153616312501013,0.992348606462548,6664.18682990573,-76.1859938111959,639.809189514441,452.254219653374,16.5070037875372,0.0328191517725732,0.380712657367728,0.264838410565005
"91","A","1","cdo1387b",199.83,0.00526637432738538,0.942148467912318,0.00918657340542921,0.92364239517251,0.0144992902515722,0.992776570162672,6657.27324101577,-69.4163647592847,639.680241008546,451.607109631561,16.5065585365904,0.0332481198930619,0.392483303724864,0.272627355768835
"92","A","1","gpm518",201.34,0.00443237265043116,0.946919199509996,0.00944631734176727,0.922573788360701,0.0138670911111005,0.993090436013658,6651.31849096329,-63.6005457295729,639.548575893688,451.030342041779,16.506125749896,0.0336576771992885,0.443278207078875,0.307511804572153
"93","A","1","gpm748b",202.7,0.00443151362512933,0.946924335882921,0.00943626006110804,0.922614886755742,0.0138565602982936,0.993095665052165,6651.31534653666,-63.5961405800439,639.570685152743,451.042824492281,16.5061433947878,0.0336405941864233,0.443399262882309,0.307596415031623
"94","A","1","lim122",203.33,0.00442954296183294,0.946936120966375,0.00944570502304282,0.92257628992807,0.0138638393868855,0.993092050643079,6651.29817959056,-63.5806282952699,639.55282393201,451.033113619236,16.5061267168747,0.033656751151365,0.444003726364152,0.308015132953478
"95","A","1","IDP2362",203.7,0.00509754266488833,0.943081735552298,0.00978220649480488,0.921213668965399,0.0149151945536266,0.992570141603793,6656.10547055498,-68.3086342913633,639.331723045946,451.702159178529,16.5054694605352,0.0342821970478048,0.396232160235086,0.275299072349669
"96","A","1","IDP2385",203.71,0.00511616509072488,0.942978039828994,0.00979128263427392,0.921177246700623,0.0149442647283545,0.992555714614919,6656.2348133162,-68.4360434518158,639.325708396673,451.720065047756,16.5054518483572,0.0342989382383639,0.395772075401531,0.274990783441839
"97","A","1","umc1073",206.84,0.0126367165472057,0.910495828326252,0.0126784440120756,0.910348797529438,0.0260370807390414,0.987065834285328,6696.67386755122,-108.796684061934,637.00077653761,456.70684162873,16.5001282598621,0.039307644106275,0.378185009624056,0.266007972767577
"98","A","1","IDP1410",209.61,0.0674820333495782,0.795038846613112,0.0425413212917053,0.836591355892313,0.111704954733559,0.945678634602891,6848.72789163932,-249.690033962352,633.087700808373,453.304187248028,16.4592823976707,0.0720231270838162,0.445093207850197,0.307816020464607
"99","A","1","npi439a",215.14,0.00104443814013929,0.974218639646977,0.00100664952266735,0.974689172230931,0.00204710972976309,0.998976968788721,6548.67198164953,31.2910218772038,695.573511303939,457.154208504077,16.5287805092612,0.0111421234897524,0.343926126248238,0.224988990141367
"100","A","1","umc230",216.74,0.00104804155745118,0.974174219297514,0.00101027602641697,0.974643636799939,0.00205436309023397,0.998973345825263,6548.61216144392,31.3370242644719,695.530730868256,457.038546925191,16.5287568474161,0.0111601540388797,0.343893958783431,0.224922892829819
"101","A","1","umc11a",217.14,0.0010465675401919,0.974192380673405,0.0010108460826524,0.974636486454038,0.00205346364980447,0.998973795083871,6548.63832307034,31.3148934486801,695.525275969167,457.037301665959,16.5287533011612,0.0111633238404783,0.34389828891075,0.224926573622886
"102","A","1","bnlg1484",217.34,0.00104674493452759,0.974190194319295,0.00101094650389449,0.974635227056502,0.00205371771398131,0.998973668182152,6548.6349727526,31.3176914047096,695.527846063048,457.039393907695,16.5287525168319,0.0111639569151864,0.343898905689244,0.224927120555386
"103","A","1","IDP3976",218.09,0.203159739696253,0.652182393132338,0.193394449235952,0.660106336177803,0.381504983172098,0.826337088224501,6053.25366152037,426.745993506517,658.407635520536,445.508892595029,16.3204751548555,0.159337006305168,0.378452444946126,0.239701377628627
"104","A","1","gpm796a",220.99,0.203609329851943,0.651823137503384,0.193403740488397,0.660098684423305,0.381954726896415,0.826151289155975,6052.64857288481,427.194064427742,658.413135225651,445.481088886232,16.3204411791616,0.159329299583248,0.37817043702068,0.239505810765747
"105","A","1","IDP329",221.79,0.303546551460093,0.581667546809581,0.0563822385076936,0.812308135443658,0.344265330561504,0.841867479174226,5869.99209528323,539.948402847288,725.38032988579,459.857103956055,16.4051625940347,0.0876994134158704,0.403942291539772,0.248173560245136
"106","A","1","mmp66",222.74,0.246141045403953,0.619805489671384,0.0260271236654417,0.871834094735552,0.265616075865616,0.875633164328836,5906.29358123466,502.261233657374,763.211921249445,475.867554197561,16.4445993012474,0.0602533561340956,0.425590559102976,0.260102799057612
